Date,Race Number,Place,Horse No.,Horse,Jockey,Trainer,Actual Wt.,Declare. Horse Wt.,Draw,LBW,Running Position,Finish Time,Win Odds
27/01/2020,6,8,7,HAPPY TANGOHAPPY TANGO(D075),L HewitsonL Hewitson,D J WhyteD J Whyte,125,1191,12,2-3/4,"['11', '9', '11', '8']",1:23.10,147
27/01/2020,6,9,11,YES WE CANYES WE CAN(C307),M L YeungM L Yeung,T P YungT P Yung,124,1206,5,3-1/4,"['7', '8', '10', '9']",1:23.18,31
27/01/2020,6,10,2,FORTUNE BRILLIANTFORTUNE BRILLIANT(C499),M ChadwickM Chadwick,P O'SullivanP O'Sullivan,131,1023,6,4,"['4', '4', '8', '10']",1:23.28,7.3
27/01/2020,6,11,12,COPARTNER ERACOPARTNER ERA(C534),K C LeungK C Leung,W Y SoW Y So,123,1104,13,4-1/4,"['12', '12', '12', '11']",1:23.34,286
27/01/2020,6,12,10,SNOW AIRJETSNOW AIRJET(D094),H W LaiH W Lai,P F YiuP F Yiu,125,1018,2,5,"['3', '1', '1', '12']",1:23.46,21
27/01/2020,6,13,9,LOTUS BREEZELOTUS BREEZE(T112),T H SoT H So,W Y SoW Y So,112,1072,14,5-1/2,"['14', '13', '13', '13']",1:23.53,158
27/01/2020,6,14,14,MISCHIEVOUS SUNDAEMISCHIEVOUS SUNDAE(C016),J MoreiraJ Moreira,J SizeJ Size,115,1067,11,8-1/4,"['1', '3', '5', '14']",1:23.96,21
27/01/2020,6,WV,,PRO FITPRO FIT(C497),H N WongH N Wong,T P YungT P Yung,122,---,---,---,---,---,---
27/01/2020,7,1,14,GOD OF DRAGONGOD OF DRAGON(B108),J MoreiraJ Moreira,A S CruzA S Cruz,115,1052,8,-,"['5', '5', '5', '3', '1']",2:01.13,3.7
27/01/2020,7,2,4,TASHIDELEKTASHIDELEK(C084),Z PurtonZ Purton,J MooreJ Moore,128,1119,11,HD,"['6', '7', '7', '7', '2']",2:01.16,4.7
27/01/2020,7,3,9,RED ELYSEESRED ELYSEES(A005),S de SousaS de Sousa,K L ManK L Man,123,1136,3,1-1/4,"['3', '4', '3', '5', '3']",2:01.34,7.8
27/01/2020,7,4,3,CLEMENT LEGENDCLEMENT LEGEND(B137),T PicconeT Piccone,C S ShumC S Shum,128,1129,1,2,"['7', '6', '6', '6', '4']",2:01.46,7.8
27/01/2020,7,5,7,SEERITE DRAGONSEERITE DRAGON(C294),N CallanN Callan,D E FerrarisD E Ferraris,127,1202,7,3-1/2,"['11', '11', '11', '11', '5']",2:01.69,39
27/01/2020,7,6,1,GOOD OMENGOOD OMEN(B208),L HewitsonL Hewitson,D J WhyteD J Whyte,133,1051,13,5-1/4,"['12', '13', '12', '12', '6']",2:01.98,25
27/01/2020,7,7,12,GAYSONGAYSON(D041),K TeetanK Teetan,J MooreJ Moore,120,1112,9,5-1/2,"['9', '10', '10', '10', '7']",2:02.03,13
27/01/2020,7,8,13,CROWN AVENUECROWN AVENUE(V378),T H SoT H So,C H YipC H Yip,113,1161,5,6,"['8', '8', '8', '8', '8']",2:02.09,165
27/01/2020,7,9,2,WORLD FAMOUSWORLD FAMOUS(C288),C Y HoC Y Ho,P F YiuP F Yiu,129,1109,12,6-1/4,"['2', '3', '4', '4', '9']",2:02.14,4.8
27/01/2020,7,10,8,GIANT TURTLEGIANT TURTLE(T391),K H ChanK H Chan,A T MillardA T Millard,113,1061,10,10-1/4,"['4', '2', '2', '1', '10']",2:02.76,22
27/01/2020,7,11,10,PARTY TOGETHERPARTY TOGETHER(C210),H T MoH T Mo,L HoL Ho,119,1044,6,11-1/4,"['1', '1', '1', '2', '11']",2:02.91,15
27/01/2020,7,12,11,WIN WINWIN WIN(B472),M L YeungM L Yeung,T P YungT P Yung,122,1158,2,11-1/4,"['10', '9', '9', '9', '12']",2:02.92,104
27/01/2020,7,13,6,WIND GLIDERWIND GLIDER(C433),K C LeungK C Leung,P O'SullivanP O'Sullivan,128,1147,14,11-3/4,"['13', '12', '13', '13', '13']",2:03.01,282
27/01/2020,7,WV-A,5,VINCYVINCY(B213),A BadelA Badel,F C LorF C Lor,128,---,---,---,---,---,---
27/01/2020,8,1,1,GOLDEN SIXTYGOLDEN SIXTY(C238),C Y HoC Y Ho,K W LuiK W Lui,126,1059,4,-,"['7', '7', '6', '1']",1:33.61,1.8
27/01/2020,8,2,4,MORE THAN THISMORE THAN THIS(C199),R MooreR Moore,K W LuiK W Lui,126,1217,9,1-1/4,"['9', '9', '9', '2']",1:33.80,4.4
27/01/2020,8,3,2,CHAMPION'S WAYCHAMPION'S WAY(C061),K TeetanK Teetan,J SizeJ Size,126,1085,8,2-3/4,"['4', '4', '5', '3']",1:34.03,15
27/01/2020,8,4,3,BEAUTY LEGACYBEAUTY LEGACY(D023),J MoreiraJ Moreira,J SizeJ Size,126,1168,6,4-1/4,"['8', '8', '8', '4']",1:34.27,3.8
27/01/2020,8,5,8,STAR PERFORMANCESTAR PERFORMANCE(C429),Z PurtonZ Purton,A S CruzA S Cruz,126,1077,1,4-1/2,"['5', '5', '4', '5']",1:34.31,27
27/01/2020,8,6,7,BUDDIESBUDDIES(C019),K C LeungK C Leung,J MooreJ Moore,126,1160,5,4-1/2,"['1', '1', '1', '6']",1:34.34,110
27/01/2020,8,7,6,PLAYA DEL PUENTEPLAYA DEL PUENTE(C492),B ShinnB Shinn,C S ShumC S Shum,126,1078,3,4-3/4,"['3', '2', '2', '7']",1:34.35,71
27/01/2020,8,8,5,DECRYPTDECRYPT(D129),S de SousaS de Sousa,F C LorF C Lor,126,1044,2,6-1/2,"['2', '3', '3', '8']",1:34.66,25
27/01/2020,8,9,9,AWEAWE(D168),N CallanN Callan,J MooreJ Moore,126,1050,7,8-1/2,"['6', '6', '7', '9']",1:34.97,260
27/01/2020,9,1,9,ASSIMILATEASSIMILATE(C160),Z PurtonZ Purton,K H TingK H Ting,124,1101,6,-,"['8', '7', '7', '1']",1:22.09,3.1
27/01/2020,9,2,11,SEATTLE CHOICESEATTLE CHOICE(D133),K TeetanK Teetan,A T MillardA T Millard,118,1189,7,N,"['4', '3', '3', '2']",1:22.15,5.3
27/01/2020,9,3,12,LOOKING GOODLOOKING GOOD(B256),K H ChanK H Chan,F C LorF C Lor,108,1194,4,1/2,"['2', '2', '2', '3']",1:22.16,14
27/01/2020,9,4,1,DRAGON GENERALDRAGON GENERAL(T400),K C LeungK C Leung,Y S TsuiY S Tsui,133,1095,1,1/2,"['5', '4', '4', '4']",1:22.16,39
27/01/2020,9,5,6,LOBO'S LEGENDLOBO'S LEGEND(C299),S de SousaS de Sousa,D E FerrarisD E Ferraris,130,1053,11,1-1/4,"['12', '13', '14', '5']",1:22.28,30
27/01/2020,9,6,4,TAKING AIMTAKING AIM(B244),J MoreiraJ Moreira,J MooreJ Moore,131,1199,3,1-3/4,"['1', '1', '1', '6']",1:22.38,5.1
27/01/2020,9,7,10,HALL OF CHAMPHALL OF CHAMP(D169),M ChadwickM Chadwick,D J HallD J Hall,120,1072,9,2,"['10', '9', '9', '7']",1:22.42,123
27/01/2020,9,8,3,RACING FIGHTERRACING FIGHTER(B285),T H SoT H So,C H YipC H Yip,131,1154,14,2-1/4,"['14', '14', '11', '8']",1:22.45,168
27/01/2020,9,9,13,FALCON TURBOFALCON TURBO(B164),A BadelA Badel,D J WhyteD J Whyte,116,1155,2,2-1/2,"['3', '5', '5', '9']",1:22.50,9.9
27/01/2020,9,10,8,BEAUTY RUSHBEAUTY RUSH(C475),R MooreR Moore,J SizeJ Size,129,1167,12,3-1/4,"['6', '6', '6', '10']",1:22.59,19
27/01/2020,9,11,7,THE HULKTHE HULK(C431),C Y HoC Y Ho,C FownesC Fownes,130,1096,5,3-1/2,"['7', '8', '8', '11']",1:22.65,6.1
27/01/2020,9,12,2,NOBLE STEEDNOBLE STEED(A326),J SpencerJ Spencer,K W LuiK W Lui,133,1172,13,5-1/2,"['13', '11', '10', '12']",1:22.95,26
27/01/2020,9,13,14,HANG'S DECISIONHANG'S DECISION(T262),H W LaiH W Lai,W Y SoW Y So,115,1102,10,5-3/4,"['11', '12', '13', '13']",1:22.99,111
27/01/2020,9,14,5,GOLDEN SPECTRUMGOLDEN SPECTRUM(D188),T PicconeT Piccone,A S CruzA S Cruz,130,1023,8,6-1/2,"['9', '10', '12', '14']",1:23.14,104
27/01/2020,10,1,13,PERFECT MATCHPERFECT MATCH(B393),A BadelA Badel,C S ShumC S Shum,113,1094,10,-,"['1', '1', '2', '1']",1:21.56,2.4
27/01/2020,10,2,7,FAST MOST FURIOUSFAST MOST FURIOUS(A165),Z PurtonZ Purton,D J HallD J Hall,126,1149,13,1/2,"['11', '10', '9', '2']",1:21.64,11
27/01/2020,10,3,12,MORETHANLUCKYMORETHANLUCKY(A039),M ChadwickM Chadwick,F C LorF C Lor,113,1204,14,1/2,"['6', '3', '1', '3']",1:21.65,142
27/01/2020,10,4,5,JOLLY BANNERJOLLY BANNER(V077),M F PoonM F Poon,P F YiuP F Yiu,127,1073,7,1-3/4,"['8', '9', '11', '4']",1:21.85,32
27/01/2020,10,5,4,GOOD STANDINGGOOD STANDING(B105),B ShinnB Shinn,J MooreJ Moore,130,1244,4,2,"['2', '4', '5', '5']",1:21.87,19
27/01/2020,10,6,8,FLYING THUNDERFLYING THUNDER(B328),K TeetanK Teetan,F C LorF C Lor,126,1076,9,2,"['12', '14', '14', '6']",1:21.88,61
27/01/2020,10,7,11,HEZTHEWONFORUSHEZTHEWONFORUS(B287),M L YeungM L Yeung,J SizeJ Size,114,1129,5,2,"['3', '5', '4', '7']",1:21.90,13
27/01/2020,10,8,10,TURIN REDSTARTURIN REDSTAR(B092),K C LeungK C Leung,L HoL Ho,116,1141,2,2-1/2,"['5', '6', '8', '8']",1:21.95,117
27/01/2020,10,9,3,FAT TURTLEFAT TURTLE(C215),J MoreiraJ Moreira,F C LorF C Lor,130,1155,11,2-1/2,"['9', '8', '6', '9']",1:21.96,3.6
27/01/2020,10,10,9,TORNADO TWISTTORNADO TWIST(C028),C Y HoC Y Ho,J SizeJ Size,117,1135,6,3-1/4,"['13', '12', '13', '10']",1:22.08,6.8
27/01/2020,10,11,2,NORTHERN SUPERSTARNORTHERN SUPERSTAR(C073),L HewitsonL Hewitson,A T MillardA T Millard,133,1101,1,4-1/2,"['7', '7', '7', '11']",1:22.27,86
27/01/2020,10,12,6,TIME TO CELEBRATETIME TO CELEBRATE(A367),R MooreR Moore,J SizeJ Size,129,1091,12,4-1/2,"['14', '13', '12', '12']",1:22.30,137
27/01/2020,10,13,14,RAGING STORMRAGING STORM(B173),S de SousaS de Sousa,J SizeJ Size,115,1148,3,5-3/4,"['10', '11', '10', '13']",1:22.49,12
27/01/2020,10,14,1,HELENA BABYHELENA BABY(D213),H T MoH T Mo,J MooreJ Moore,110,1116,8,10-1/2,"['4', '2', '3', '14']",1:23.25,132
27/01/2020,10,WV,,ENCOURAGINGENCOURAGING(B109),K H ChanK H Chan,J MooreJ Moore,123,---,---,---,---,---,---
27/01/2020,11,1,2,SUPER WEALTHYSUPER WEALTHY(D108),A BadelA Badel,D J WhyteD J Whyte,130,1191,9,-,"['8', '7', '1']",1:09.06,3.6
27/01/2020,11,2,3,BALLISTIC KINGBALLISTIC KING(C231),S de SousaS de Sousa,K H TingK H Ting,129,1104,4,1,"['6', '3', '2']",1:09.24,19
27/01/2020,11,3,14,STAR LUCKSTAR LUCK(C257),H N WongH N Wong,F C LorF C Lor,113,1052,1,2-1/2,"['3', '1', '3']",1:09.45,61
27/01/2020,11,4,6,TAKE WHAT YOU NEEDTAKE WHAT YOU NEED(C474),B ShinnB Shinn,J MooreJ Moore,128,1032,6,4-1/4,"['4', '5', '4']",1:09.74,9
27/01/2020,11,5,1,LUCKY MORELUCKY MORE(D035),Z PurtonZ Purton,C S ShumC S Shum,133,1092,13,4-3/4,"['1', '2', '5']",1:09.83,2.1
27/01/2020,11,6,10,ELIGEREELIGERE(C473),M ChadwickM Chadwick,Y S TsuiY S Tsui,121,1008,14,6,"['13', '12', '6']",1:10.03,248
27/01/2020,11,7,11,MERRYGOWINMERRYGOWIN(V396),T H SoT H So,P O'SullivanP O'Sullivan,115,1091,8,6-1/2,"['12', '13', '7']",1:10.10,82
27/01/2020,11,8,7,INFINITY ENDEAVOURINFINITY ENDEAVOUR(A030),K TeetanK Teetan,J SizeJ Size,126,1116,3,7,"['10', '9', '8']",1:10.17,44
27/01/2020,11,9,13,MR PICASSOMR PICASSO(T330),M F PoonM F Poon,D J HallD J Hall,114,1170,11,8-1/4,"['11', '11', '9']",1:10.37,218
27/01/2020,11,10,4,ALL IN MINDALL IN MIND(D200),J MoreiraJ Moreira,A S CruzA S Cruz,128,1170,5,8-1/2,"['7', '6', '10']",1:10.42,4.8
27/01/2020,11,11,8,PURE LEGENDPURE LEGEND(D237),C Y HoC Y Ho,C FownesC Fownes,125,1120,2,10,"['9', '10', '11']",1:10.67,65
27/01/2020,11,12,5,SUPER WISESUPER WISE(A100),K H ChanK H Chan,K L ManK L Man,118,1114,10,10-1/4,"['2', '4', '12']",1:10.72,64
27/01/2020,11,13,9,COPARTNER SPIRITCOPARTNER SPIRIT(D175),H T MoH T Mo,R GibsonR Gibson,119,1196,12,12-1/4,"['14', '14', '13']",1:11.01,522
27/01/2020,11,14,12,CHAMPION PRIDECHAMPION PRIDE(B049),L HewitsonL Hewitson,D E FerrarisD E Ferraris,116,1258,7,21-1/2,"['5', '8', '14']",1:12.49,268
22/01/2020,1,1,10,SKY GEMSKY GEM(C251),C Y HoC Y Ho,C FownesC Fownes,121,1179,10,-,"['11', '12', '12', '5', '1', '1']",2:17.72,9.9
22/01/2020,1,2,8,ART OF RAWART OF RAW(V368),B ShinnB Shinn,C W ChangC W Chang,124,1061,1,2-3/4,"['5', '4', '5', '6', '5', '2']",2:18.16,10
22/01/2020,1,3,5,VICTORIOUS SEEKERVICTORIOUS SEEKER(C091),K C LeungK C Leung,P O'SullivanP O'Sullivan,130,1108,4,3-1/2,"['2', '2', '3', '3', '3', '3']",2:18.27,10
22/01/2020,1,4,11,YOUNG GLORYYOUNG GLORY(B292),N CallanN Callan,D E FerrarisD E Ferraris,120,1219,7,4-1/4,"['7', '8', '8', '10', '7', '4']",2:18.40,15
22/01/2020,1,5,9,WICKERWICKER(B425),K TeetanK Teetan,R GibsonR Gibson,123,1138,2,4-3/4,"['6', '5', '7', '8', '8', '5']",2:18.49,5.2
22/01/2020,1,6,6,REEVE'S MUNTJACREEVE'S MUNTJAC(C174),S de SousaS de Sousa,C H YipC H Yip,129,1170,9,5-3/4,"['10', '11', '11', '12', '10', '6']",2:18.64,10
22/01/2020,1,7,2,GARLIC YEAHGARLIC YEAH(V039),Z PurtonZ Purton,C H YipC H Yip,133,1029,6,7,"['3', '3', '4', '4', '4', '7']",2:18.83,3.7
22/01/2020,1,8,1,CHAPARRAL STARCHAPARRAL STAR(A220),K H ChanK H Chan,C FownesC Fownes,123,1097,11,7-1/2,"['12', '9', '2', '2', '6', '8']",2:18.90,24
22/01/2020,1,9,3,AEROFLASHAEROFLASH(C310),L HewitsonL Hewitson,P O'SullivanP O'Sullivan,132,1239,12,8-1/2,"['9', '10', '10', '11', '12', '9']",2:19.10,63
22/01/2020,1,10,12,ROMANTIC JOURNEYROMANTIC JOURNEY(B107),J MoreiraJ Moreira,C W ChangC W Chang,117,1083,3,9-1/2,"['8', '7', '9', '9', '11', '10']",2:19.26,4.9
22/01/2020,1,11,4,GREAT SMARTGREAT SMART(C319),H W LaiH W Lai,L HoL Ho,132,1199,5,11-1/4,"['4', '6', '6', '7', '9', '11']",2:19.53,122
22/01/2020,1,12,7,DIVINE POWERDIVINE POWER(C175),T PicconeT Piccone,P F YiuP F Yiu,126,1025,8,11-3/4,"['1', '1', '1', '1', '2', '12']",2:19.60,32
22/01/2020,2,1,12,COMPASSION STARCOMPASSION STAR(A121),S de SousaS de Sousa,K L ManK L Man,118,1099,2,-,"['2', '2', '1']",1:09.72,3.3
22/01/2020,2,2,11,WAYFOONG CHARMERWAYFOONG CHARMER(B437),K TeetanK Teetan,P O'SullivanP O'Sullivan,120,1111,4,2-1/2,"['5', '4', '2']",1:10.14,12
22/01/2020,2,3,2,NAVASNAVAS(V362),H T MoH T Mo,R GibsonR Gibson,127,1076,1,3,"['6', '5', '3']",1:10.20,9.1
22/01/2020,2,4,3,NOBLE DESIRENOBLE DESIRE(C540),L HewitsonL Hewitson,D J WhyteD J Whyte,130,1069,3,3,"['7', '7', '4']",1:10.20,15
22/01/2020,2,5,10,ALL TIMES GRATEFULALL TIMES GRATEFUL(C438),Z PurtonZ Purton,C H YipC H Yip,122,1051,11,3-3/4,"['3', '3', '5']",1:10.31,3.3
22/01/2020,2,6,9,FOCUSFOCUS(C254),T PicconeT Piccone,P F YiuP F Yiu,123,1097,12,5,"['1', '1', '6']",1:10.52,8.9
22/01/2020,2,7,6,EURO LAGOEURO LAGO(D119),B ShinnB Shinn,C W ChangC W Chang,125,1105,6,5,"['9', '6', '7']",1:10.52,45
22/01/2020,2,8,7,GENERAL CASTLEDALEGENERAL CASTLEDALE(C350),N CallanN Callan,D E FerrarisD E Ferraris,125,1068,9,6,"['11', '9', '8']",1:10.68,216
22/01/2020,2,9,4,SPLENDID TIMINGSPLENDID TIMING(C161),M F PoonM F Poon,C H YipC H Yip,127,1250,7,7-1/2,"['10', '11', '9']",1:10.91,25
22/01/2020,2,10,1,E MASTERE MASTER(A254),C Y HoC Y Ho,C FownesC Fownes,132,1143,10,9-1/4,"['12', '12', '10']",1:11.19,7.9
22/01/2020,2,11,5,DIAMOND STARDIAMOND STAR(D017),J MoreiraJ Moreira,J SizeJ Size,125,995,5,11-1/4,"['8', '10', '11']",1:11.52,24
22/01/2020,2,12,8,SPARKLING LIFESPARKLING LIFE(C346),H W LaiH W Lai,Y S TsuiY S Tsui,125,1093,8,16-1/4,"['4', '8', '12']",1:12.32,134
22/01/2020,3,1,4,SHAMPORTSHAMPORT(B167),C Y HoC Y Ho,C FownesC Fownes,128,1091,7,-,"['6', '6', '1']",1:10.07,4.3
22/01/2020,3,2,2,CONFUCIUS DAYCONFUCIUS DAY(C272),K H ChanK H Chan,C W ChangC W Chang,123,1152,8,1/2,"['1', '1', '2']",1:10.15,6.1
22/01/2020,3,3,9,CALIFORNIA RADCALIFORNIA RAD(D147),T PicconeT Piccone,A S CruzA S Cruz,124,1197,6,1/2,"['5', '4', '3']",1:10.18,3.5
22/01/2020,3,4,5,CHARGE ONCHARGE ON(D162),L HewitsonL Hewitson,D J HallD J Hall,127,1132,2,2-1/4,"['7', '7', '4']",1:10.42,11
22/01/2020,3,5,8,THIS IS CHARISMATHIS IS CHARISMA(D102),H N WongH N Wong,K W LuiK W Lui,124,1108,9,3-1/4,"['10', '10', '5']",1:10.61,14
22/01/2020,3,6,1,BEST SMILEBEST SMILE(B359),B ShinnB Shinn,W Y SoW Y So,133,1151,1,3-3/4,"['4', '5', '6']",1:10.67,10
22/01/2020,3,7,11,AURORA STEEDAURORA STEED(C023),J MoreiraJ Moreira,J SizeJ Size,120,1108,10,3-3/4,"['9', '9', '7']",1:10.68,14
22/01/2020,3,8,3,NOBLE CONSORTNOBLE CONSORT(C538),H W LaiH W Lai,C S ShumC S Shum,132,1169,3,4-1/4,"['2', '3', '8']",1:10.77,63
22/01/2020,3,9 DH,10,VOYAGE STARVOYAGE STAR(C098),K C LeungK C Leung,T P YungT P Yung,124,1202,4,4-1/4,"['3', '2', '9']",1:10.77,5.6
22/01/2020,3,9 DH,12,PRAWN YEAH YEAHPRAWN YEAH YEAH(B381),M F PoonM F Poon,R GibsonR Gibson,115,1156,11,4-1/4,"['11', '11', '9']",1:10.77,55
22/01/2020,3,11,6,FLYING PHOTOSFLYING PHOTOS(D028),H T MoH T Mo,Y S TsuiY S Tsui,124,1045,12,10-1/2,"['12', '12', '11']",1:11.76,229
22/01/2020,3,12,7,LET'S GO PARTYLET'S GO PARTY(D045),T H SoT H So,C H YipC H Yip,125,1071,5,13,"['8', '8', '12']",1:12.14,251
22/01/2020,4,1,2,FLASH FAMOUSFLASH FAMOUS(B162),J MoreiraJ Moreira,F C LorF C Lor,130,1138,6,-,"['8', '8', '8', '1']",1:40.12,3.5
22/01/2020,4,2,8,ROYAL RACERROYAL RACER(B460),C Y HoC Y Ho,C FownesC Fownes,120,1110,9,1/2,"['5', '5', '5', '2']",1:40.22,4.9
22/01/2020,4,3,10,NITRO EXPRESSNITRO EXPRESS(T353),S de SousaS de Sousa,D E FerrarisD E Ferraris,118,1188,12,2-1/4,"['12', '12', '12', '3']",1:40.47,11
22/01/2020,4,4,3,LET'S TAKE IT EASYLET'S TAKE IT EASY(A140),K C LeungK C Leung,L HoL Ho,129,1053,11,2-1/2,"['11', '11', '10', '4']",1:40.51,11
22/01/2020,4,5,12,TURF BRILLIANTTURF BRILLIANT(C456),H N WongH N Wong,W Y SoW Y So,113,1126,8,3-3/4,"['9', '9', '9', '5']",1:40.73,174
22/01/2020,4,6,4,CIRCUIT NUMBER ONECIRCUIT NUMBER ONE(B373),H T MoH T Mo,A S CruzA S Cruz,121,1062,5,4,"['1', '1', '2', '6']",1:40.74,35
22/01/2020,4,7,1,STAR MAJESTICSTAR MAJESTIC(S093),T H SoT H So,P O'SullivanP O'Sullivan,131,1124,2,4,"['4', '4', '4', '7']",1:40.75,11
22/01/2020,4,8 DH,5,ENJOY LIFEENJOY LIFE(A125),K TeetanK Teetan,Y S TsuiY S Tsui,123,1132,7,4-1/4,"['10', '10', '11', '8']",1:40.81,7.9
22/01/2020,4,8 DH,9,HAPPY HOURHAPPY HOUR(B286),M F PoonM F Poon,C H YipC H Yip,116,1105,4,4-1/4,"['6', '6', '6', '8']",1:40.81,5.1
22/01/2020,4,10,6,MERIDIAN TALENTMERIDIAN TALENT(C516),N CallanN Callan,R GibsonR Gibson,121,1153,1,6-1/4,"['7', '7', '7', '10']",1:41.12,92
22/01/2020,4,11,7,KANBEKI MOLLYKANBEKI MOLLY(C256),L HewitsonL Hewitson,P F YiuP F Yiu,120,1037,10,12-1/2,"['3', '3', '1', '11']",1:42.10,21
22/01/2020,4,12,11,SHANGHAI DRAGONSHANGHAI DRAGON(B114),H W LaiH W Lai,T P YungT P Yung,118,1114,3,17-1/2,"['2', '2', '3', '12']",1:42.94,17
22/01/2020,5,1,2,VERY SWEET ORANGEVERY SWEET ORANGE(A300),K H ChanK H Chan,Y S TsuiY S Tsui,119,1150,10,-,"['1', '1', '1']",0:57.24,5.1
22/01/2020,5,2,7,DR PROACTIVEDR PROACTIVE(A345),H N WongH N Wong,K H TingK H Ting,123,1095,2,SH,"['3', '3', '2']",0:57.25,13
22/01/2020,5,3,3,WINNER'S HEARTWINNER'S HEART(D044),Z PurtonZ Purton,F C LorF C Lor,128,1224,6,SH,"['2', '2', '3']",0:57.27,5.1
22/01/2020,5,4,4,SKY FIELDSKY FIELD(D216),C Y HoC Y Ho,C FownesC Fownes,128,1202,11,N,"['9', '9', '4']",0:57.30,15
22/01/2020,5,5,8,SMART OF YOUTHSMART OF YOUTH(C435),J MoreiraJ Moreira,C S ShumC S Shum,126,948,9,1-3/4,"['8', '7', '5']",0:57.50,17
22/01/2020,5,6,9,SUPER WINNERSUPER WINNER(C341),K TeetanK Teetan,C H YipC H Yip,126,1183,1,2-1/4,"['6', '5', '6']",0:57.59,2.9
22/01/2020,5,7,11,EXCEL DELIGHTEXCEL DELIGHT(C006),S de SousaS de Sousa,J SizeJ Size,117,1123,4,3-1/4,"['5', '6', '7']",0:57.78,8.1
22/01/2020,5,8,10,ISLAND WINNERISLAND WINNER(C088),K C LeungK C Leung,P F YiuP F Yiu,120,1235,8,4-3/4,"['7', '8', '8']",0:58.00,7.7
22/01/2020,5,9,5,WINNING STRIKESWINNING STRIKES(D104),B ShinnB Shinn,P O'SullivanP O'Sullivan,128,1137,12,6,"['10', '10', '9']",0:58.21,58
22/01/2020,5,10,6,CHUNGHWA JINGSHENCHUNGHWA JINGSHEN(D148),T H SoT H So,L HoL Ho,124,1109,3,6-3/4,"['4', '4', '10']",0:58.33,282
22/01/2020,5,11,12,HUMBLE STEEDHUMBLE STEED(A327),H T MoH T Mo,T P YungT P Yung,113,1160,5,7,"['11', '11', '11']",0:58.36,146
22/01/2020,5,12,1,SMART THINKERSMART THINKER(D060),N CallanN Callan,R GibsonR Gibson,133,1052,7,7-3/4,"['12', '12', '12']",0:58.48,234
22/01/2020,5,WV,,BRAVE POWERBRAVE POWER(D153),T PicconeT Piccone,A S CruzA S Cruz,128,---,---,---,---,---,---
22/01/2020,6,1,4,DOR DORDOR DOR(C109),J MoreiraJ Moreira,J SizeJ Size,126,1022,1,-,"['5', '5', '7', '1']",1:40.77,1.9
22/01/2020,6,2,3,STARLIT KNIGHTSTARLIT KNIGHT(A137),K TeetanK Teetan,Y S TsuiY S Tsui,127,1123,7,1/2,"['3', '2', '2', '2']",1:40.84,9.3
22/01/2020,6,3,6,FULL POWERFULL POWER(C426),B ShinnB Shinn,R GibsonR Gibson,125,1055,3,1-3/4,"['7', '7', '8', '3']",1:41.02,13
22/01/2020,6,4,5,BRIGHT KIDBRIGHT KID(C060),L HewitsonL Hewitson,D J WhyteD J Whyte,125,1154,11,2,"['9', '9', '5', '4']",1:41.11,14
22/01/2020,6,5,11,DOCTORS DELIGHTDOCTORS DELIGHT(A044),K C LeungK C Leung,K H TingK H Ting,116,1019,5,2-1/4,"['4', '4', '6', '5']",1:41.15,12
22/01/2020,6,6,2,BEAUTY ANGELBEAUTY ANGEL(C541),S de SousaS de Sousa,A S CruzA S Cruz,128,1004,8,3,"['1', '1', '1', '6']",1:41.23,140
22/01/2020,6,7,1,SUMSTREETSUMWHERESUMSTREETSUMWHERE(B283),T H SoT H So,L HoL Ho,131,1083,2,3-1/4,"['2', '3', '4', '7']",1:41.28,10
22/01/2020,6,8,10,SANGRIASANGRIA(A065),N CallanN Callan,D E FerrarisD E Ferraris,120,1059,6,4,"['6', '6', '3', '8']",1:41.40,11
22/01/2020,6,9,12,ENJOYABLE SUCCESSENJOYABLE SUCCESS(B150),H W LaiH W Lai,C W ChangC W Chang,114,1066,4,4-3/4,"['8', '8', '10', '9']",1:41.51,55
22/01/2020,6,10,7,RIGHTEOUS MATERIGHTEOUS MATE(A419),T PicconeT Piccone,A T MillardA T Millard,125,1205,12,5,"['10', '10', '9', '10']",1:41.56,7.8
22/01/2020,6,11,8,ROMAN IMPEROROMAN IMPERO(V371),H N WongH N Wong,C H YipC H Yip,130,1147,10,13-3/4,"['11', '11', '11', '11']",1:42.96,40
22/01/2020,6,WV-A,9,AFTER MEAFTER ME(B300),K H ChanK H Chan,P F YiuP F Yiu,110,---,---,---,---,---,---
22/01/2020,6,WV,,SUNNY POWERSUNNY POWER(A371),C Y HoC Y Ho,K W LuiK W Lui,123,---,---,---,---,---,---
22/01/2020,7,1,10,KIRAMKIRAM(T093),L HewitsonL Hewitson,D E FerrarisD E Ferraris,116,1124,10,-,"['2', '1', '1', '1']",1:40.42,40
22/01/2020,7,2,12,FARSHADFARSHAD(B238),M F PoonM F Poon,Y S TsuiY S Tsui,112,1138,4,N,"['3', '4', '4', '2']",1:40.47,3.4
22/01/2020,7,3,9,JADE FORTUNEJADE FORTUNE(V020),K C LeungK C Leung,K L ManK L Man,116,1126,5,1,"['4', '3', '2', '3']",1:40.58,18
22/01/2020,7,4,1,FLYING QUESTFLYING QUEST(A071),K H ChanK H Chan,D J HallD J Hall,122,1086,2,1-3/4,"['6', '6', '5', '4']",1:40.69,9.9
22/01/2020,7,5,2,RACING LUCKRACING LUCK(B223),C Y HoC Y Ho,K W LuiK W Lui,129,1130,11,1-3/4,"['12', '11', '10', '5']",1:40.71,5.7
