Date,Race Number,Place,Horse No.,Horse,Jockey,Trainer,Actual Wt.,Declare. Horse Wt.,Draw,LBW,Running Position,Finish Time,Win Odds
31/05/2020,1,2,6,BUNDLE OF ENERGYBUNDLE OF ENERGY(B279),J MoreiraJ Moreira,D J HallD J Hall,129,1136,5,2-1/2,"['8', '8', '11', '2']",1:22.82,4.7
31/05/2020,1,3,9,THE FULL BLOOMTHE FULL BLOOM(V243),C SchofieldC Schofield,C H YipC H Yip,121,1084,1,2-3/4,"['5', '6', '6', '3']",1:22.87,5.9
31/05/2020,1,4,8,E GENERATIONE GENERATION(C322),N CallanN Callan,C FownesC Fownes,125,1090,11,2-3/4,"['1', '1', '1', '4']",1:22.87,35
31/05/2020,1,5,11,WINNING WARRIORWINNING WARRIOR(C185),M ChadwickM Chadwick,K L ManK L Man,119,1075,10,4-1/4,"['2', '2', '2', '5']",1:23.08,89
31/05/2020,1,6,3,BELLA BABYBELLA BABY(B365),V BorgesV Borges,W Y SoW Y So,131,1012,14,5-1/4,"['9', '5', '3', '6']",1:23.24,60
31/05/2020,1,7,2,HURRICANE HUNTERHURRICANE HUNTER(A123),Z PurtonZ Purton,C H YipC H Yip,132,1141,9,5-1/4,"['12', '11', '9', '7']",1:23.24,3.4
31/05/2020,1,8,4,MULTIMAXMULTIMAX(T129),C WongC Wong,L HoL Ho,126,1186,8,6,"['3', '3', '4', '8']",1:23.38,46
31/05/2020,1,9,12,GOLDEN CANNONGOLDEN CANNON(T022),C Y HoC Y Ho,K W LuiK W Lui,118,955,7,6,"['14', '14', '13', '9']",1:23.39,15
31/05/2020,1,10,1,KANBEKI MOLLYKANBEKI MOLLY(C256),C L ChauC L Chau,P F YiuP F Yiu,123,1035,4,6-1/4,"['4', '4', '5', '10']",1:23.42,6.5
31/05/2020,1,11,13,MONEY WINNERMONEY WINNER(A055),H N WongH N Wong,Y S TsuiY S Tsui,114,1036,6,7,"['13', '12', '14', '11']",1:23.53,139
31/05/2020,1,12,7,SPEEDY MISSILESPEEDY MISSILE(C281),M L YeungM L Yeung,K H TingK H Ting,127,1145,2,7-1/2,"['6', '7', '10', '12']",1:23.61,92
31/05/2020,1,13,5,ONE STEP AHEADONE STEP AHEAD(C242),A HamelinA Hamelin,P O'SullivanP O'Sullivan,131,985,13,10-1/4,"['11', '13', '12', '13']",1:24.04,24
31/05/2020,1,14,14,FORTUNE WAYFORTUNE WAY(B120),K TeetanK Teetan,D E FerrarisD E Ferraris,113,1156,3,14-1/2,"['7', '9', '8', '14']",1:24.75,34
31/05/2020,1,WV,,SPICY REALLYSPICY REALLY(C021),C SchofieldC Schofield,F C LorF C Lor,125,---,---,---,---,---,---
31/05/2020,2,1,13,KWAICHUNG BROTHERSKWAICHUNG BROTHERS(A012),V BorgesV Borges,R GibsonR Gibson,115,1178,4,-,"['7', '8', '6', '1']",1:22.74,19
31/05/2020,2,2,5,SHANGHAI RUSKYSHANGHAI RUSKY(C279),C L ChauC L Chau,C W ChangC W Chang,117,1132,2,SH,"['3', '4', '3', '2']",1:22.75,54
31/05/2020,2,3,1,SEIZE THE SPIRITSEIZE THE SPIRIT(B030),A HamelinA Hamelin,Y S TsuiY S Tsui,133,1086,8,HD,"['9', '10', '12', '3']",1:22.78,3.6
31/05/2020,2,4,3,WHO'S HORSEWHO'S HORSE(C233),K TeetanK Teetan,K H TingK H Ting,132,1140,13,1/2,"['1', '1', '1', '4']",1:22.82,16
31/05/2020,2,5,6,FIRE AND GOLDFIRE AND GOLD(B004),N CallanN Callan,C H YipC H Yip,124,1063,12,1/2,"['13', '12', '10', '5']",1:22.85,32
31/05/2020,2,6,7,FLYING MONKEYFLYING MONKEY(T361),C SchofieldC Schofield,J MooreJ Moore,124,1050,14,1-1/4,"['2', '2', '2', '6']",1:22.95,7.7
31/05/2020,2,7,14,MONEY MARSHALMONEY MARSHAL(B134),H W LaiH W Lai,D E FerrarisD E Ferraris,113,1141,3,2-3/4,"['5', '5', '5', '7']",1:23.19,27
31/05/2020,2,8,11,YEE CHEONG LUCKYYEE CHEONG LUCKY(B357),C WongC Wong,A T MillardA T Millard,116,1057,9,3,"['8', '7', '9', '8']",1:23.24,7.2
31/05/2020,2,9,10,FORTUNE BUDDYFORTUNE BUDDY(B444),M L YeungM L Yeung,T P YungT P Yung,123,1068,10,4-1/2,"['12', '13', '13', '9']",1:23.45,169
31/05/2020,2,10,2,GALAXY RACERGALAXY RACER(C245),J MoreiraJ Moreira,C FownesC Fownes,132,1110,11,4-1/2,"['10', '9', '8', '10']",1:23.47,3.3
31/05/2020,2,11,12,SOLAR BILLIONSOLAR BILLION(C171),M ChadwickM Chadwick,K L ManK L Man,119,1095,6,6,"['11', '11', '11', '11']",1:23.69,27
31/05/2020,2,12,8,BLINK OF A SECONDBLINK OF A SECOND(B418),B ShinnB Shinn,D E FerrarisD E Ferraris,123,1150,1,6-1/4,"['6', '6', '7', '12']",1:23.74,139
31/05/2020,2,13,4,MOTHER WISHESMOTHER WISHES(B474),K C LeungK C Leung,W Y SoW Y So,131,1127,7,8-1/4,"['4', '3', '4', '13']",1:24.06,8.6
31/05/2020,2,DNF,9,DRAGON BOLTDRAGON BOLT(D077),K H ChanK H Chan,F C LorF C Lor,116,1183,5,---,"['14', '', '', '']",---,213
31/05/2020,3,1,7,WINNING DREAMERWINNING DREAMER(D358),C Y HoC Y Ho,F C LorF C Lor,125,1198,4,-,"['1', '2', '1']",0:55.59,2.4
31/05/2020,3,2,1,FABULOUS EIGHTFABULOUS EIGHT(B473),J MoreiraJ Moreira,P F YiuP F Yiu,131,1099,1,1-3/4,"['4', '3', '2']",0:55.89,4
31/05/2020,3,3,4,SUPER KINSUPER KIN(C011),N CallanN Callan,C FownesC Fownes,127,1287,12,4-3/4,"['10', '9', '3']",0:56.34,28
31/05/2020,3,4,9,NEXTMODELNEXTMODEL(D015),M ChadwickM Chadwick,T P YungT P Yung,124,1144,3,5,"['3', '1', '4']",0:56.40,12
31/05/2020,3,5,3,EL JEFEEL JEFE(C466),A HamelinA Hamelin,C H YipC H Yip,127,1112,8,6-3/4,"['12', '12', '5']",0:56.66,22
31/05/2020,3,6,13,SPARKLING DOLPHINSPARKLING DOLPHIN(C332),H N WongH N Wong,Y S TsuiY S Tsui,116,1150,2,6-3/4,"['2', '4', '6']",0:56.69,173
31/05/2020,3,7,12,HERCULESHERCULES(C476),C L ChauC L Chau,C H YipC H Yip,119,1048,9,7-1/2,"['13', '13', '7']",0:56.78,145
31/05/2020,3,8,10,WAYFOONG STARWAYFOONG STAR(D114),C SchofieldC Schofield,D J WhyteD J Whyte,124,1216,14,8-1/4,"['9', '5', '8']",0:56.90,5.7
31/05/2020,3,9,6,GOLD 'N' BOLDGOLD 'N' BOLD(D079),Z PurtonZ Purton,J MooreJ Moore,125,1209,13,8-3/4,"['8', '6', '9']",0:56.97,7
31/05/2020,3,10,2,DIAMOND PEGASUSDIAMOND PEGASUS(D143),K TeetanK Teetan,A S CruzA S Cruz,128,1132,7,11-3/4,"['7', '10', '10']",0:57.45,106
31/05/2020,3,11,5,DR EQDR EQ(C451),K H ChanK H Chan,J SizeJ Size,118,1048,6,11-3/4,"['5', '8', '11']",0:57.48,76
31/05/2020,3,12,11,GLORIOUS BUDDYGLORIOUS BUDDY(C405),M F PoonM F Poon,D J HallD J Hall,121,1028,5,12-1/4,"['11', '11', '12']",0:57.56,357
31/05/2020,3,13,8,WINNING WAYSWINNING WAYS(B332),K C LeungK C Leung,C S ShumC S Shum,125,1201,10,13-3/4,"['6', '7', '13']",0:57.79,32
31/05/2020,3,14,14,DASHING GRACEDASHING GRACE(C513),M L YeungM L Yeung,T P YungT P Yung,114,1070,11,15-1/4,"['14', '14', '14']",0:58.01,553
31/05/2020,3,WV,,SO HAPPYSO HAPPY(D076),C L ChauC L Chau,K L ManK L Man,113,---,---,---,---,---,---
31/05/2020,4,1,3,RACING FIGHTERRACING FIGHTER(B285),Z PurtonZ Purton,C H YipC H Yip,130,1183,11,-,"['7', '6', '1']",1:09.14,5.2
31/05/2020,4,2,12,UNIQUE TREASUREUNIQUE TREASURE(C141),J MoreiraJ Moreira,P F YiuP F Yiu,115,1111,4,SH,"['6', '5', '2']",1:09.15,3.6
31/05/2020,4,3,2,QUADRUPLE DOUBLEQUADRUPLE DOUBLE(B250),C L ChauC L Chau,D J HallD J Hall,122,1085,5,1/2,"['3', '1', '3']",1:09.24,2
31/05/2020,4,4,8,METRO WARRIORMETRO WARRIOR(D387),N CallanN Callan,J MooreJ Moore,122,1122,7,1-1/4,"['4', '4', '4']",1:09.32,19
31/05/2020,4,5,11,CALIFORNIA TURBOCALIFORNIA TURBO(C077),C Y HoC Y Ho,A S CruzA S Cruz,118,1140,12,1-1/2,"['8', '7', '5']",1:09.36,7.9
31/05/2020,4,6,5,URBAN DANCERURBAN DANCER(C512),K C LeungK C Leung,T P YungT P Yung,124,1064,1,3-3/4,"['5', '3', '6']",1:09.76,246
31/05/2020,4,7,4,ENTRUSTEDENTRUSTED(D381),C SchofieldC Schofield,D J WhyteD J Whyte,125,1125,8,5,"['9', '9', '7']",1:09.95,97
31/05/2020,4,8,10,SUPER QILINSUPER QILIN(C317),M L YeungM L Yeung,W Y SoW Y So,121,1139,6,7-1/4,"['11', '11', '8']",1:10.31,356
31/05/2020,4,9,6,ORIENTAL AMIGOORIENTAL AMIGO(D232),C WongC Wong,Y S TsuiY S Tsui,118,1043,2,9-1/4,"['10', '10', '9']",1:10.62,177
31/05/2020,4,10,1,SUPER COMMANDERSUPER COMMANDER(D350),K TeetanK Teetan,A T MillardA T Millard,133,1091,10,15-1/2,"['1', '2', '10']",1:11.61,63
31/05/2020,4,11,9,BETHANYBETHANY(C258),V BorgesV Borges,C S ShumC S Shum,121,1084,9,25-3/4,"['2', '8', '11']",1:13.26,36
31/05/2020,4,12,7,KING'S HORNKING'S HORN(D325),T H SoT H So,L HoL Ho,120,1075,3,26-1/4,"['12', '12', '12']",1:13.34,311
31/05/2020,5,1,1,HINYUEN SWIFTNESSHINYUEN SWIFTNESS(V250),K H ChanK H Chan,C H YipC H Yip,126,1247,14,-,"['1', '1', '1']",1:09.39,12
31/05/2020,5,2,2,BRIGHT KIDBRIGHT KID(C060),Z PurtonZ Purton,W Y SoW Y So,125,1156,1,SH,"['6', '4', '2']",1:09.41,3.7
31/05/2020,5,3,3,HAPPY VICTORYHAPPY VICTORY(B195),K C LeungK C Leung,A T MillardA T Millard,125,1090,7,1-3/4,"['4', '3', '3']",1:09.68,13
31/05/2020,5,4,7,UNIVERSAL CROWNUNIVERSAL CROWN(D240),K TeetanK Teetan,D J WhyteD J Whyte,123,1074,6,2-3/4,"['9', '7', '4']",1:09.85,24
31/05/2020,5,5,9,FIGHTER BOYFIGHTER BOY(D152),C Y HoC Y Ho,P F YiuP F Yiu,121,1104,5,3-1/2,"['3', '5', '5']",1:09.94,4.4
31/05/2020,5,6,4,MALDIVESMALDIVES(D329),B ShinnB Shinn,D J HallD J Hall,125,1127,9,3-3/4,"['13', '13', '6']",1:10.00,25
31/05/2020,5,7,10,GENERAL TRUMPGENERAL TRUMP(B394),A HamelinA Hamelin,T P YungT P Yung,120,1120,3,4,"['10', '9', '7']",1:10.04,6.7
31/05/2020,5,8,14,UNITED WE STANDUNITED WE STAND(D048),H W LaiH W Lai,C S ShumC S Shum,115,1184,12,4,"['2', '2', '8']",1:10.05,108
31/05/2020,5,9,11,READY CONQUERORREADY CONQUEROR(D204),V BorgesV Borges,Y S TsuiY S Tsui,119,1032,8,4-1/4,"['8', '10', '9']",1:10.06,63
31/05/2020,5,10,6,RUN THE TABLERUN THE TABLE(D229),N CallanN Callan,K W LuiK W Lui,123,1032,2,4-1/4,"['7', '8', '10']",1:10.07,210
31/05/2020,5,11,5,RHAPSODYRHAPSODY(D120),J MoreiraJ Moreira,J SizeJ Size,125,1091,13,5-1/4,"['5', '6', '11']",1:10.21,4.2
31/05/2020,5,12,8,STOCK LEGENDSTOCK LEGEND(D039),C SchofieldC Schofield,K H TingK H Ting,122,1080,11,5-1/2,"['11', '12', '12']",1:10.28,23
31/05/2020,5,13,12,RED ZOFFANYRED ZOFFANY(D211),T H SoT H So,K L ManK L Man,117,1077,4,6-1/4,"['12', '11', '13']",1:10.41,417
31/05/2020,5,14,13,PERFECT HARMONYPERFECT HARMONY(D166),M ChadwickM Chadwick,A S CruzA S Cruz,116,1102,10,7-3/4,"['14', '14', '14']",1:10.63,46
31/05/2020,6,1,1,SUPERB DADDYSUPERB DADDY(D235),N CallanN Callan,L HoL Ho,133,1084,9,-,"['9', '9', '6', '1']",1:22.09,20
31/05/2020,6,2,12,SUPER RED DRAGONSUPER RED DRAGON(C191),V BorgesV Borges,W Y SoW Y So,117,1130,3,SH,"['5', '8', '9', '2']",1:22.10,19
31/05/2020,6,3,6,SO WE JOYSO WE JOY(D082),C Y HoC Y Ho,J MooreJ Moore,126,1076,8,3/4,"['6', '3', '3', '3']",1:22.21,5.2
31/05/2020,6,4,5,SUN OF MAKFISUN OF MAKFI(D157),B ShinnB Shinn,D J HallD J Hall,127,1023,10,2-3/4,"['13', '12', '13', '4']",1:22.54,101
31/05/2020,6,5,2,PARTY GENIUSPARTY GENIUS(D217),Z PurtonZ Purton,D J WhyteD J Whyte,128,1150,6,3-1/2,"['7', '6', '5', '5']",1:22.66,2.6
31/05/2020,6,6,14,IMPECCABLE FELLOWIMPECCABLE FELLOW(A310),M L YeungM L Yeung,R GibsonR Gibson,115,1134,14,4-1/4,"['14', '14', '12', '6']",1:22.78,145
31/05/2020,6,7,7,MOMENTUM HAPPYMOMENTUM HAPPY(C423),C WongC Wong,K H TingK H Ting,120,1074,7,4-1/2,"['1', '1', '1', '7']",1:22.80,7
31/05/2020,6,8,13,ALL TIMES GRATEFULALL TIMES GRATEFUL(C438),T H SoT H So,C H YipC H Yip,114,1058,5,5-1/4,"['10', '10', '11', '8']",1:22.92,35
31/05/2020,6,9,4,STAR MAJESTICSTAR MAJESTIC(S093),A HamelinA Hamelin,P O'SullivanP O'Sullivan,127,1153,1,5-1/4,"['8', '7', '8', '9']",1:22.94,24
31/05/2020,6,10,10,WINWIN THIRTYTHREEWINWIN THIRTYTHREE(C110),J MoreiraJ Moreira,P F YiuP F Yiu,118,1014,12,6-1/4,"['11', '11', '10', '10']",1:23.09,9.4
31/05/2020,6,11,9,CIRCUIT NUMBER ONECIRCUIT NUMBER ONE(B373),K TeetanK Teetan,A S CruzA S Cruz,120,1077,4,8-1/4,"['3', '5', '7', '11']",1:23.40,5.4
31/05/2020,6,12,11,MASTER GALAXYMASTER GALAXY(C449),H W LaiH W Lai,Y S TsuiY S Tsui,117,1160,13,9-1/2,"['2', '2', '2', '12']",1:23.61,367
31/05/2020,6,13,8,FORTUNATE RUNNERFORTUNATE RUNNER(A292),H N WongH N Wong,K W LuiK W Lui,118,1149,11,9-1/2,"['12', '13', '14', '13']",1:23.62,358
31/05/2020,6,14,3,HEY PALHEY PAL(D294),C SchofieldC Schofield,J SizeJ Size,127,1161,2,12-1/4,"['4', '4', '4', '14']",1:24.06,91
31/05/2020,7,1,12,BULLISH GLORYBULLISH GLORY(A118),K TeetanK Teetan,C W ChangC W Chang,119,1118,11,-,"['10', '10', '9', '8', '1']",2:01.89,22
31/05/2020,7,2,9,GOOD DAYSGOOD DAYS(A333),Z PurtonZ Purton,C S ShumC S Shum,121,1125,4,1/2,"['9', '6', '8', '7', '2']",2:01.98,4.2
31/05/2020,7,3,11,MCMUNIGALMCMUNIGAL(B335),J MoreiraJ Moreira,D J HallD J Hall,120,1024,12,1-1/4,"['8', '7', '6', '5', '3']",2:02.11,3.6
31/05/2020,7,4,8,EXALTATIONEXALTATION(C370),A HamelinA Hamelin,A S CruzA S Cruz,123,1010,2,1-1/2,"['4', '3', '4', '4', '4']",2:02.13,12
31/05/2020,7,5,7,NATURAL STORMNATURAL STORM(C461),C Y HoC Y Ho,P F YiuP F Yiu,124,1091,3,1-3/4,"['5', '8', '7', '9', '5']",2:02.15,4
31/05/2020,7,6,2,KUNGFUMASTER PANDAKUNGFUMASTER PANDA(C153),K H ChanK H Chan,T P YungT P Yung,125,1077,5,2-1/2,"['11', '11', '11', '10', '6']",2:02.30,55
31/05/2020,7,7,3,GIANT TURTLEGIANT TURTLE(T391),C WongC Wong,A T MillardA T Millard,123,1094,10,2-3/4,"['2', '2', '2', '2', '7']",2:02.32,48
31/05/2020,7,8,5,CROWN AVENUECROWN AVENUE(V378),V BorgesV Borges,C H YipC H Yip,126,1160,6,4,"['6', '4', '3', '3', '8']",2:02.53,35
31/05/2020,7,9,4,PLAY WISEPLAY WISE(A411),M F PoonM F Poon,C H YipC H Yip,125,1094,8,4,"['7', '9', '10', '11', '9']",2:02.55,95
31/05/2020,7,10,13,HAPPY ROCKYHAPPY ROCKY(S147),M L YeungM L Yeung,C W ChangC W Chang,114,1097,9,4-1/4,"['12', '12', '12', '12', '10']",2:02.56,45
31/05/2020,7,11,1,GALA NIGHTGALA NIGHT(C331),C L ChauC L Chau,J MooreJ Moore,123,1158,1,6,"['1', '1', '1', '1', '11']",2:02.84,6.5
31/05/2020,7,12,6,JIMMUJIMMU(C266),B ShinnB Shinn,Y S TsuiY S Tsui,126,1079,7,7-3/4,"['3', '5', '5', '6', '12']",2:03.12,14
31/05/2020,7,WV,10,VICTORIOUS SEEKERVICTORIOUS SEEKER(C091),C SchofieldC Schofield,P O'SullivanP O'Sullivan,121,---,---,---,---,---,---
31/05/2020,8,1,1,BEAUTY AMIGOBEAUTY AMIGO(C124),K H ChanK H Chan,J MooreJ Moore,126,1070,8,-,"['1', '1', '1']",1:08.94,7.2
31/05/2020,8,2,11,FLYING SWORDFLYING SWORD(C463),K TeetanK Teetan,A S CruzA S Cruz,117,1037,1,1/2,"['10', '8', '2']",1:09.03,3.6
31/05/2020,8,3,13,ELIGEREELIGERE(C473),V BorgesV Borges,Y S TsuiY S Tsui,115,1012,2,3/4,"['6', '5', '3']",1:09.05,5.8
31/05/2020,8,4,2,HANDSOME BO BOHANDSOME BO BO(B119),J MoreiraJ Moreira,K L ManK L Man,131,1170,3,2-1/2,"['3', '2', '4']",1:09.35,5
31/05/2020,8,5,8,TOM'S STYLETOM'S STYLE(C509),C Y HoC Y Ho,K W LuiK W Lui,122,1155,7,3-1/4,"['4', '4', '5']",1:09.46,31
31/05/2020,8,6,12,AMAZING KNIGHTAMAZING KNIGHT(D266),M ChadwickM Chadwick,J SizeJ Size,115,1042,5,3-3/4,"['5', '6', '6']",1:09.52,66
31/05/2020,8,7,4,FLYING ON THE TURFFLYING ON THE TURF(C477),K C LeungK C Leung,K H TingK H Ting,126,1136,6,4-1/4,"['9', '7', '7']",1:09.60,21
31/05/2020,8,8,3,STANLEY PARKSTANLEY PARK(C446),C L ChauC L Chau,L HoL Ho,120,1273,11,4-1/4,"['11', '13', '8']",1:09.60,8.9
31/05/2020,8,9,9,TRUST METRUST ME(C134),Z PurtonZ Purton,C H YipC H Yip,122,1098,10,4-1/2,"['13', '12', '9']",1:09.67,16
31/05/2020,8,10,6,FALCON TURBOFALCON TURBO(B164),C SchofieldC Schofield,D J WhyteD J Whyte,122,1161,4,5,"['7', '9', '10']",1:09.74,10
31/05/2020,8,11,5,DAY DAY RICHDAY DAY RICH(D231),M L YeungM L Yeung,T P YungT P Yung,122,1037,12,5-1/4,"['2', '3', '11']",1:09.80,285
31/05/2020,8,12,10,BRIGHT VISIONBRIGHT VISION(D251),A HamelinA Hamelin,P F YiuP F Yiu,120,1112,9,7-1/2,"['8', '10', '12']",1:10.15,18
31/05/2020,8,13,7,TELECOM ELITETELECOM ELITE(D355),N CallanN Callan,P O'SullivanP O'Sullivan,122,1119,13,10-3/4,"['12', '11', '13']",1:10.67,207
31/05/2020,9,1,2,KA YING STARKA YING STAR(C198),C SchofieldC Schofield,A S CruzA S Cruz,129,1127,5,-,"['1', '1', '1', '1']",1:32.95,6.5
31/05/2020,9,2,1,SOUTHERN LEGENDSOUTHERN LEGEND(A252),C Y HoC Y Ho,C FownesC Fownes,133,1152,9,N,"['3', '3', '4', '2']",1:32.98,6.3
31/05/2020,9,3,6,FAST MOST FURIOUSFAST MOST FURIOUS(A165),M F PoonM F Poon,D J HallD J Hall,113,1124,6,N,"['10', '9', '7', '3']",1:32.99,22
31/05/2020,9,4,11,GENERAL'S DELIGHTGENERAL'S DELIGHT(D022),K TeetanK Teetan,D J WhyteD J Whyte,113,1251,1,1/2,"['4', '4', '3', '4']",1:33.03,5.7
31/05/2020,9,5,9,PRECIOUSSHIPPRECIOUSSHIP(C050),M ChadwickM Chadwick,P F YiuP F Yiu,113,1008,3,1-3/4,"['6', '6', '5', '5']",1:33.23,14
31/05/2020,9,6,7,DANCES WITH DRAGONDANCES WITH DRAGON(B129),M L YeungM L Yeung,C FownesC Fownes,113,1083,7,2-1/4,"['8', '8', '8', '6']",1:33.31,22
31/05/2020,9,7,10,TIME TO CELEBRATETIME TO CELEBRATE(A367),V BorgesV Borges,J SizeJ Size,113,1108,4,2-1/2,"['2', '2', '2', '7']",1:33.34,25
31/05/2020,9,8,8,BEAUTY LEGACYBEAUTY LEGACY(D023),J MoreiraJ Moreira,J SizeJ Size,115,1180,2,5,"['5', '5', '6', '8']",1:33.73,3
31/05/2020,9,9,3,RATTANRATTAN(A061),N CallanN Callan,R GibsonR Gibson,125,1149,10,6-1/2,"['9', '10', '10', '9']",1:34.00,18
31/05/2020,9,10,5,ELUSIVE STATEELUSIVE STATE(A036),K C LeungK C Leung,A T MillardA T Millard,116,1137,11,7-1/4,"['7', '7', '9', '10']",1:34.12,44
31/05/2020,9,11,4,HARMONY VICTORYHARMONY VICTORY(B405),B ShinnB Shinn,C S ShumC S Shum,120,1070,8,8-1/4,"['11', '11', '11', '11']",1:34.26,8.5
31/05/2020,10,1,13,MARVEL DRAGONMARVEL DRAGON(D111),K TeetanK Teetan,T P YungT P Yung,117,1221,7,-,"['2', '2', '2', '1']",1:21.44,13
31/05/2020,10,2,10,CRAIG'S STARCRAIG'S STAR(C041),V BorgesV Borges,C S ShumC S Shum,122,1240,2,N,"['3', '4', '3', '2']",1:21.48,13
31/05/2020,10,3,5,FANTASTIC SHOWFANTASTIC SHOW(A207),J MoreiraJ Moreira,Y S TsuiY S Tsui,129,1079,1,N,"['7', '7', '6', '3']",1:21.48,2.7
31/05/2020,10,4,1,CIRCUIT GLORYCIRCUIT GLORY(A402),C Y HoC Y Ho,A S CruzA S Cruz,133,1036,11,1-1/4,"['8', '9', '9', '4']",1:21.65,41
31/05/2020,10,5,8,PRIVATE ROCKETPRIVATE ROCKET(C367),C L ChauC L Chau,D J WhyteD J Whyte,114,1083,3,2-1/4,"['1', '1', '1', '5']",1:21.78,5
31/05/2020,10,6,2,STAR OF YUEN LONGSTAR OF YUEN LONG(C303),B ShinnB Shinn,K L ManK L Man,133,1094,5,2-1/4,"['4', '5', '5', '6']",1:21.80,17
31/05/2020,10,7,12,MONEY BACKMONEY BACK(C392),M ChadwickM Chadwick,P O'SullivanP O'Sullivan,118,1084,4,3-1/4,"['6', '8', '8', '7']",1:21.95,37
31/05/2020,10,8,6,TOYCOONTOYCOON(D203),A HamelinA Hamelin,P F YiuP F Yiu,128,1039,10,3-1/2,"['12', '12', '11', '8']",1:21.99,21
31/05/2020,10,9,3,PICKENPICKEN(B311),K C LeungK C Leung,J SizeJ Size,132,1195,14,3-1/2,"['14', '14', '14', '9']",1:21.99,43
31/05/2020,10,10,9,AWEAWE(D168),M L YeungM L Yeung,J MooreJ Moore,123,1044,8,3-1/2,"['5', '3', '4', '10']",1:22.00,44
31/05/2020,10,11,11,JOYFUL HEARTJOYFUL HEART(C227),C SchofieldC Schofield,F C LorF C Lor,121,1146,13,3-1/2,"['10', '6', '7', '11']",1:22.01,10
31/05/2020,10,12,4,WAR ROOMWAR ROOM(B414),Z PurtonZ Purton,D J HallD J Hall,132,1125,12,4,"['13', '13', '12', '12']",1:22.09,5.5
31/05/2020,10,13,14,ZHAN JIANG ROCKSZHAN JIANG ROCKS(B406),M F PoonM F Poon,W Y SoW Y So,113,1049,9,6-1/2,"['11', '11', '13', '13']",1:22.49,145
31/05/2020,10,14,7,HAPPY FORTUNEHAPPY FORTUNE(D341),T H SoT H So,L HoL Ho,122,1060,6,8-1/2,"['9', '10', '10', '14']",1:22.81,348
31/05/2020,11,1,5,MR CROISSANTMR CROISSANT(C234),C SchofieldC Schofield,W Y SoW Y So,122,1106,1,-,"['7', '6', '1']",1:08.23,10
31/05/2020,11,2,12,ALL IN MINDALL IN MIND(D200),V BorgesV Borges,A S CruzA S Cruz,118,1190,2,1/2,"['3', '3', '2']",1:08.32,9.8
31/05/2020,11,3,7,LUCKY EXPRESSLUCKY EXPRESS(D026),J MoreiraJ Moreira,J SizeJ Size,119,1157,4,3/4,"['8', '5', '3']",1:08.38,2.1
31/05/2020,11,4,6,ARMANDOARMANDO(D351),K TeetanK Teetan,A T MillardA T Millard,119,1161,6,1-1/4,"['10', '7', '4']",1:08.42,18
31/05/2020,11,5,9,SEVEN HEAVENSSEVEN HEAVENS(B089),M L YeungM L Yeung,C FownesC Fownes,119,1066,7,2-1/2,"['9', '9', '5']",1:08.65,58
31/05/2020,11,6,3,LUCKY MORELUCKY MORE(D035),Z PurtonZ Purton,C S ShumC S Shum,123,1113,5,2-1/2,"['5', '4', '6']",1:08.65,3.7
31/05/2020,11,7,8,PRECIOUS EXPRESSPRECIOUS EXPRESS(C126),H W LaiH W Lai,P F YiuP F Yiu,119,1102,14,4,"['14', '13', '7']",1:08.90,505
31/05/2020,11,8,1,STRONGERSTRONGER(D142),C L ChauC L Chau,J MooreJ Moore,122,1097,11,4-1/4,"['2', '2', '8']",1:08.93,10
31/05/2020,11,9,2,CALIFORNIA WHIPCALIFORNIA WHIP(A114),A HamelinA Hamelin,A S CruzA S Cruz,127,1126,8,5-1/4,"['13', '12', '9']",1:09.07,22
31/05/2020,11,10,13,BALTIC SUCCESSBALTIC SUCCESS(C373),M F PoonM F Poon,C S ShumC S Shum,116,1132,3,5-3/4,"['1', '1', '10']",1:09.16,51
31/05/2020,11,11,4,HIGHLY PROACTIVEHIGHLY PROACTIVE(C458),C Y HoC Y Ho,K W LuiK W Lui,122,1064,13,9,"['6', '10', '11']",1:09.66,31
31/05/2020,11,12,10,SPEED VISIONSPEED VISION(B211),C WongC Wong,F C LorF C Lor,114,1189,9,11-3/4,"['4', '8', '12']",1:10.10,366
31/05/2020,11,13,14,YOO YOO KINGYOO YOO KING(C399),H N WongH N Wong,K H TingK H Ting,115,1017,12,12-1/2,"['12', '11', '13']",1:10.25,145
31/05/2020,11,14,11,TEAM SPIRITTEAM SPIRIT(B230),K H ChanK H Chan,W Y SoW Y So,112,1196,10,25-1/2,"['11', '14', '14']",1:12.31,84
27/05/2020,1,1,11,COOLCELEBCOOLCELEB(C030),Z PurtonZ Purton,T P YungT P Yung,121,1292,6,-,"['1', '1', '1']",1:08.52,3.9
27/05/2020,1,2,7,WINNING BREWWINNING BREW(C521),K TeetanK Teetan,F C LorF C Lor,127,1063,3,3-3/4,"['8', '5', '2']",1:09.13,2.4
27/05/2020,1,3,8,LITTLE THUNDERLITTLE THUNDER(C453),C WongC Wong,A T MillardA T Millard,119,1124,7,6-1/4,"['5', '7', '3']",1:09.52,5.5
27/05/2020,1,4,3,SAM'S LOVESAM'S LOVE(A088),A HamelinA Hamelin,C H YipC H Yip,132,1053,5,6-1/2,"['12', '12', '4']",1:09.56,16
27/05/2020,1,5,1,BLOTTING PAPERBLOTTING PAPER(D043),B ShinnB Shinn,R GibsonR Gibson,133,1142,4,8,"['4', '3', '5']",1:09.78,73
